sleep_hours,screen_time,exercise_minutes,daily_pending_tasks,interruptions,fatigue_level,social_hours,coffee_cups,diet_quality,weather,mood_score,stress_level
9.19847315338233,5.119865260532657,35.93513166563624,5,3,1.6689578985595848,1.2422368995771242,0,average,snowy,10.0,1.6486031488618418
6.661335549270197,5.554753875916384,2.5106405152274687,4,5,7.4913250848780795,2.278787138224366,0,poor,sunny,5.2996932570486734,2.5159754874116937
7.101292307031886,7.7213171916773025,0.9240489566028914,2,5,5.676050994500989,4.037652497572301,2,average,cloudy,3.9212794954552317,1.0
4.862877720679815,2.382359201761776,11.521506163930601,3,2,2.6240989428485584,1.602558905382386,1,good,cloudy,5.753521434573262,2.7247284330261445
6.183425913212226,0.0,37.157148521653184,4,6,3.5907276080807344,4.050678673327298,2,average,rainy,10.0,2.9192506600284447
7.166383884564799,5.36769908950739,6.0872992643196175,4,3,7.092823934359373,1.9237437036840699,0,good,rainy,5.7934579004052855,2.7139436778075887
5.273509633866546,8.601022363021707,10.953686647224409,4,4,4.649143102970605,2.563853205060994,0,poor,rainy,4.335452278576004,3.1271003886040467
7.563547027518508,7.477892705878874,0.8148260505969775,5,3,4.163259447860592,2.959716177831136,0,average,cloudy,4.478456621831086,3.4604673323696042
6.099041965121793,5.419318830549251,11.92325947750277,2,6,6.501350309003899,3.0325174732007807,1,average,rainy,7.519939162759553,1.3613486550294809
6.562459375310085,4.0167276287359055,17.236670289740847,3,4,4.664366231310471,2.3390647084520557,0,average,cloudy,9.478887388095009,1.0
6.097440081655905,6.614245193274621,16.92163451201299,3,1,7.459340652779511,1.7703142817992896,2,poor,sunny,7.078107224383704,1.3338884778635183
9.778417276763406,3.0529076005910625,8.082121405602336,3,9,4.174599516600083,2.828066984583546,3,average,cloudy,8.76087033340929,1.0
6.979754162893099,5.952715538712439,7.582302194710838,2,7,3.8592613703617222,2.424007428400315,0,good,cloudy,6.019584532707332,2.238004495160812
5.41343360656615,6.010940318333254,2.2549461509759476,3,5,5.033183838728855,1.56413421398596,1,good,sunny,4.604875185050977,2.716695607017647
8.233817368154783,7.12041981499776,9.139325976185805,2,4,6.929354916728103,3.4090878335499095,0,poor,rainy,6.002990826194963,1.0
5.168734525043467,10.519320077822155,2.0959838839631746,6,2,5.499026298757466,2.457398637836209,1,good,rainy,1.8007894791087318,5.063520201620849
7.313295392507133,5.784831934357534,29.099683688787394,4,4,5.207090281653803,1.2508101385611057,1,good,cloudy,9.622185903426807,1.8236713033610026
4.060494814180337,3.9820727485850025,67.78990108439183,2,5,3.3852269545276954,1.1338416334739283,1,average,cloudy,10.0,1.8477622400087363
5.007720926652354,4.9488513756160115,70.1808574240381,1,4,3.091367517702035,3.958916624082344,1,poor,sunny,10.0,1.0
7.295291853803685,1.4618481902217635,40.06014602637655,4,6,6.931551474244108,1.5073849663941794,1,good,rainy,10.0,3.943810118966298
8.107699869993116,3.6105737378218836,18.36546137510566,4,3,7.141684705717865,2.7529450525303036,1,average,sunny,9.46977945419453,1.1116412557286437
7.257052421784956,4.181435123773792,24.137252666841942,2,7,7.077190231363149,2.376853884915812,3,good,cloudy,10.0,1.343668253239908
6.826527576417639,3.951823204130815,6.715212272750013,6,5,6.582101110880728,2.7189495770093557,1,average,cloudy,6.686229883373091,4.684491151208843
6.548344456616067,5.304709744067444,19.92673321707455,3,6,5.893033533422638,3.911813589893349,0,average,sunny,8.895089069350327,1.6906657319696339
4.782217014448859,3.355160135235599,12.163240579046013,0,7,5.862419113669944,2.997316081183867,0,average,sunny,7.472813738006776,1.0
5.920233687407937,7.242061334648943,13.156270235115585,3,2,5.267186487130514,2.835770723844143,1,good,snowy,5.770513953591534,1.0
6.309041843560319,5.000414129836394,28.357893491474666,1,6,6.124144334362448,1.8031272548369461,0,average,snowy,9.357641326050807,1.0
8.585683339328373,4.981399357722771,6.623440110623319,2,4,4.916618735348111,1.3354267861833422,0,poor,rainy,6.42209230109861,1.0
7.515427434352692,4.344210566974164,7.655674089779979,3,6,6.118542005494978,4.419465682240545,3,average,sunny,7.3645144811714225,2.164936280529789
4.355439766955899,5.310381367717958,51.710048332540254,2,3,6.835119620906045,1.9581638102857595,3,average,rainy,10.0,2.3483805906675754
7.486125954092192,6.650196529335269,1.1573348309165334,3,6,2.484474082876543,1.8933109483366055,1,average,snowy,4.545513819192555,1.1289007672194773
6.422376579375525,3.2657395685781996,13.296415696479409,3,8,7.1926278245013275,2.288792855186694,1,average,rainy,7.220711886758563,2.989659615053003
5.984616999541062,3.6837670218494867,48.7912025419714,2,3,4.884376794566811,2.191455111124829,2,average,snowy,10.0,1.5072968208465767
7.917514433261302,4.3925479424466705,18.850795251782,5,7,7.916399717626531,3.5927762143713924,1,average,sunny,8.361591913627699,4.85390617643031
8.546499283743927,2.30825815305357,15.811102447919351,1,15,7.540932388172937,2.539606835030992,0,poor,sunny,9.958969133649532,2.3889664032525513
8.396920178674298,3.361484280557004,5.746820725007557,3,7,2.938496064979459,0.6900756800339027,0,average,rainy,7.314459796879007,1.2057659192923786
5.741173715166042,4.047558252910682,8.409813241571872,3,6,5.00126970576803,1.3403619454800837,4,poor,sunny,5.616322933263142,3.3936957646662154
6.5361814362231785,6.748778361425455,38.21740385106907,3,3,1.2683328017453541,2.010709409439418,1,average,rainy,10.0,1.0853325214779286
7.496895147105346,5.52512265800385,16.384103115308864,4,2,4.227846037939589,3.0256410966462868,2,good,rainy,8.680954346177133,1.4938694031986586
8.463317690683539,5.387179822735089,14.461499400157265,4,5,5.7114792152457605,0.4795701478558807,0,average,snowy,7.026557525005654,1.5478191378253887
6.281238643232065,6.701795924335944,2.097872794116864,1,6,6.693908616671193,2.493882695709493,0,poor,cloudy,4.441318268884828,1.0
6.721511535004274,4.725256423201206,0.32315993245883523,4,6,5.13847223925775,2.731312782395639,0,average,rainy,4.347026128072663,2.211241853793656
5.340497538990958,5.780929699857779,66.3105919156159,2,4,5.885519160777617,2.8823664242424933,3,average,snowy,10.0,2.374260230937496
5.205690063878993,4.793556494135007,9.463731140985361,1,1,3.5951251979149417,1.9199117565631443,0,average,snowy,6.281033652028226,1.0
8.218788733591296,5.530724698799257,18.487116454215787,3,6,4.961961380822253,3.0492398719584197,0,average,snowy,8.707189139537961,1.0
9.034360042856235,3.8344826847768356,1.6614390765968892,4,8,3.819683188426144,1.184987557154936,1,good,cloudy,6.742417256412872,2.0955671802319866
6.891984817629499,0.12236568344714183,22.984281857889115,0,2,5.565116880971679,2.9454923287114765,1,good,sunny,10.0,1.0
8.505299346838036,4.731441675627392,53.93232893793648,4,2,7.779455764970406,1.9383540731978144,0,average,rainy,10.0,1.0
7.542454037571451,7.84549627219988,17.144652751838322,3,2,4.886126577303878,2.0428855992244,0,average,rainy,6.917735278720503,1.0
6.032320368092313,6.852430804483185,2.696137196608614,4,5,2.257809627527825,2.031772225936317,0,good,sunny,4.979830506052821,2.31112546176637
7.5420934082626205,6.930794969182341,17.432157321100092,0,7,5.392552514859577,2.650121614630112,3,poor,sunny,7.801849350911172,1.0
9.307054849698954,7.472261443612435,29.078381645143125,2,7,6.410871493481716,0.8951937411530426,0,poor,snowy,9.74812545218836,1.0
6.946260941335073,5.177315181922875,10.43154891253761,6,9,3.163947115480857,2.8852905154238417,0,average,snowy,7.399494189369421,5.832294436075148
9.346965483721009,5.394631414811191,42.37824697954126,4,4,7.483682310316431,2.870862088929547,0,average,sunny,10.0,1.0884566214071165
3.0703823438653837,3.7646962091312997,20.921323928561833,4,7,3.8073213045016967,1.6985167538124966,3,good,rainy,7.893298200759406,5.612118270622492
8.232853756562836,4.3678542879459,45.90204683258767,2,5,3.479529566393604,2.0024676625720383,1,average,sunny,10.0,1.0
7.130570602357257,6.231542299542284,19.537026774806602,1,7,1.4387594257071648,1.1405542811646414,0,average,sunny,9.162162114727622,1.0
6.551488974301199,7.407768874337632,2.8148718368184666,2,7,5.5375988517495,0.8396247493884612,1,good,cloudy,4.314777561680676,1.5102808713296774
7.137641164803253,4.721107448638001,7.412339713489892,3,3,8.631983038958762,2.1974148418330013,2,average,cloudy,6.2191976016543755,1.2317430007430659
4.018646628098661,4.099621470297177,4.507795149260442,2,5,5.733500083904527,2.203872527494613,0,average,snowy,4.4941729669424255,1.5156553376772517
6.670492168243732,5.001055917713194,47.89981938518604,4,5,3.5316336730862834,1.6629372171259695,0,poor,snowy,10.0,2.527701623842846
7.53566885726762,6.202413497858229,28.575693871468953,3,5,6.026434695143255,0.7502209542567584,0,poor,rainy,9.817269333073659,1.8853289733612857
9.216841067112274,2.1122903677329163,22.564841067186954,3,5,6.600706307140273,2.457057396707147,0,poor,sunny,10.0,1.0
6.222594672589529,0.40763809372552373,7.161127085267454,1,8,7.321330464136832,1.6386958522984572,1,average,sunny,7.423003904033563,1.0
5.787259595660219,3.898926301016833,4.067915864638257,3,2,2.5300456725957674,1.2506585495483955,2,good,cloudy,6.349512258902199,1.1454081149931428
6.247364434623195,2.5585751481716827,28.248749718984392,4,6,8.106119540084231,3.2759319858607254,1,good,rainy,10.0,3.354944147134629
8.373103176553112,3.983719604705378,12.85508777346694,3,6,5.426892151978397,1.0248452509638613,1,average,sunny,8.751288803996271,1.0
7.493126664489527,4.704439362365057,5.1182309180666845,2,6,8.50638911702396,2.56191760947501,1,good,rainy,4.837016064562266,1.0
6.205359694349442,4.093503181953973,19.17467548776874,2,1,5.311176427729749,0.5004616510264921,1,average,cloudy,7.874532919006694,1.0
7.769901149670034,7.904935068941491,0.8233963529585459,4,10,6.153526073611391,0.5637841964281065,2,average,sunny,3.9514232857139677,4.163616221152708
7.14561632402206,5.65348952920464,7.895556050868116,1,5,3.1027441424323534,2.4826784080959357,0,poor,cloudy,6.875094106774249,1.0
8.452967485799334,5.600948719221657,12.643186408469937,4,3,6.969681329995469,1.6638632607505852,0,average,cloudy,6.951398572432182,1.0
5.946920359183972,6.244414288086804,3.202396994422136,1,0,2.8461740452077184,0.8311522079917721,2,poor,cloudy,5.061755209345506,1.0
6.508506780103348,2.7223337644384618,83.53863094461069,2,7,5.537557283966983,2.9499354180905146,0,average,sunny,10.0,1.0
6.411837770301764,7.078223574840537,4.691608185918849,1,4,4.1389204482047175,2.371314917153827,0,good,rainy,6.47950357866516,1.0
4.804727577801822,4.8484714269290805,2.7933609266657076,1,6,4.823790239549646,0.0,1,poor,sunny,5.183251036980041,1.0
7.444180415596864,6.340961234482425,4.551438690076365,2,4,7.170449547135556,2.959401545674894,0,poor,cloudy,5.360305981397913,1.0
7.391582908269834,2.856285533919689,29.312044983965837,4,2,4.289954979874336,0.9361154364986444,1,average,snowy,10.0,1.3674529652391445
7.0076701849636915,1.8924824679678713,11.085300650392805,3,4,7.21134997579455,0.29210646506130833,0,average,rainy,7.599788025443757,1.0
6.64811929993728,6.6357793160500576,16.66731777335055,4,9,4.186073105197728,1.1794390570971962,0,average,snowy,6.772925055366289,3.2330514054429336
4.876943886924378,5.752819052195033,0.42465979806594556,2,4,5.261811980310735,1.9581977522483702,1,average,cloudy,3.706502031804093,1.5830906228891186
6.369032015851961,3.1958968912849794,0.7007606736386809,3,5,9.29963404160517,2.0773763276194708,1,average,sunny,4.361259992456567,2.103190759682833
6.485928225209846,3.2606738374506112,11.805514995878807,5,8,5.243443981880527,0.365134763445053,0,average,rainy,7.269980478171874,4.35302335376027
5.796584096167572,7.250869568829539,33.92773963111159,5,2,4.8482738140132655,0.5868983582674321,2,average,snowy,9.33334071668909,4.139965537391299
6.758071432500986,2.6211762142653443,43.29805034313114,3,2,5.279894782647698,1.2390942199801736,1,good,sunny,10.0,1.0
7.606076285221808,8.285345906511926,1.8139611274190657,4,5,4.339500955341198,1.3029824357637052,1,average,rainy,3.8010818176100485,3.0169083097086977
9.829278851815795,3.1987585307042625,15.459532643861007,4,4,2.9972888447897046,2.7617988339525774,2,good,cloudy,10.0,1.0
7.261866719247759,6.276783851216766,48.889814472790874,3,8,9.118296385505015,1.5866784145514055,2,good,cloudy,10.0,2.485825211357206
7.386325586084147,4.3427630485020305,9.819569570060967,2,6,4.187351544061978,2.7426299939141225,1,average,cloudy,7.714639591861076,1.0
6.888331126350749,6.206374862164687,35.388123298035154,3,9,1.955044695579112,3.095824835984174,2,average,sunny,10.0,2.809751004602579
4.121843177051438,3.911771995771615,2.8703798764371258,3,7,4.689187181388313,2.5556705028575117,2,average,sunny,5.392024971588993,4.4390624825943314
6.960229186826175,4.674414187855412,54.78911145142548,5,2,5.713746626635783,0.0,0,average,cloudy,10.0,3.0012092947461295
7.09034531491154,5.081838350791442,27.840077993678456,3,8,4.584408791655616,1.6959831047340104,1,average,cloudy,10.0,2.4487222342555928
10.69486316872793,2.9956250884370546,56.71803263285601,2,3,4.902511803830934,1.8336942170916761,0,poor,rainy,10.0,1.0
6.711458552828316,6.4816486908402515,22.57837243837193,4,5,4.672194179949659,1.945576224114174,2,poor,snowy,8.020032666837684,1.9747293438317859
7.452321013500419,3.9735728670568298,9.032398814306209,4,4,5.851073585392056,0.0,1,average,rainy,6.318262666303889,2.2955829675193473
6.947932345442135,4.542800169319963,55.67094618423758,1,5,6.6379557158692,1.2359144657362997,0,poor,snowy,10.0,1.0
5.246982943570702,3.0113012507829753,6.447313805758968,5,4,4.615071993055812,0.6377557894749628,3,good,sunny,6.713123432720587,4.702671519849184
8.71423422177253,0.0,8.074508107230448,2,8,10.0,1.0734373980185237,0,poor,rainy,7.684810450294693,1.0
8.127899549030161,4.617944474799662,24.13342336620334,1,0,7.081783287822882,1.741311047945094,0,average,sunny,10.0,1.0
8.186547920564571,9.825230843225832,28.990332537535135,2,7,4.989086756373711,1.2584473960385192,1,good,sunny,8.855730688242392,1.0
5.635918817807892,6.569208575796048,53.015489640116094,5,4,2.3631307376707555,1.1469874366641746,2,good,snowy,10.0,4.492370354345269
9.10419146640415,4.961479240531211,4.583293062832141,4,5,5.228545319857367,1.8020305581787228,1,average,snowy,7.196626292889458,2.534939583681413
4.8972234058115784,4.474218341583464,31.989557099814615,5,2,6.627771297425738,1.507792209031955,1,poor,rainy,10.0,3.6036212223575568
7.880285640700405,5.044931785624093,26.829942468069166,4,3,6.643100346360471,2.199689908653453,0,average,rainy,10.0,1.0
10.285683438714969,6.09423823035042,1.3184067081431352,1,3,1.2946793520552928,1.5801438088856326,0,average,rainy,6.13447631930656,1.0
5.514195512303967,2.6383743693823103,9.795088486805696,2,1,5.230723152266456,0.4323909879482555,2,average,snowy,8.351148768186931,1.6797228486383968
6.150553405595842,7.228643389337744,6.647047496052973,1,3,4.038826608177538,0.9689176811891518,0,average,cloudy,4.499019984468857,1.0
7.1494770476314615,6.430762630882488,7.262209994211712,4,4,7.994392337530293,1.6719493272770611,1,poor,cloudy,5.111932239915777,2.196691401513102
6.244786518825701,6.436371451415869,81.42844149357276,2,4,5.247358542390237,1.552024532230416,4,good,snowy,10.0,2.7395891271611568
4.674004853400801,5.876951477619454,20.587923996796018,2,7,0.43158138142746516,0.5865177302055202,0,poor,rainy,8.295683536509992,2.123168096090865
7.102844462209041,5.03923331538798,25.29400980610554,3,9,5.736653997309289,2.6765804201387406,0,average,cloudy,10.0,2.2374958384197194
5.406544429410843,6.34572247193364,75.11546544454929,4,1,1.1002375153148667,2.312223454863657,0,good,sunny,10.0,2.6204900720468527
7.710388645952772,6.1836282674827565,9.470654020657483,2,3,5.900231681830396,1.3992074687567997,1,average,cloudy,6.7397879810088845,1.0
5.620863648649295,4.2919185781179525,32.373626877724085,3,5,10.0,1.83630923689092,2,average,cloudy,10.0,2.7766550738288203
9.324901607526309,3.852796454206198,11.401994775582242,4,1,7.720692310101196,0.9281264790266865,0,poor,snowy,8.4933461851147,1.0
5.825120061495644,5.203712590523973,40.73280214166815,2,3,5.517655786744042,2.8530678670993113,0,good,snowy,10.0,1.0
6.516907725691486,8.098040302990375,3.985062800984595,3,5,3.681079242950819,4.068930356421126,0,poor,cloudy,4.620874865684613,1.5321554542910554
8.220275826054504,2.5217858486921982,59.009892839167755,2,7,7.548330561186594,1.3554130628330259,1,average,sunny,10.0,1.0
5.1537035253490675,2.06494946849512,4.937757301670222,5,4,6.271780799465871,3.2239323488661262,2,good,sunny,5.988313460603295,5.124362193306619
7.341189901906194,5.329521682473033,7.897047665833376,7,6,4.466318916358727,1.1392077962479719,0,poor,rainy,7.9013687398403105,4.317078076912081
8.960714131423643,5.101775403712036,28.227504178031843,4,4,3.9224807490180784,1.4680385426057616,1,good,cloudy,10.0,1.3574281743936842
4.588775148158159,5.346683328740816,10.00942635398074,2,3,3.1865220733927275,3.4336902318374545,0,good,cloudy,6.208315442133148,1.0
7.276950787798456,5.487906395817,18.7406562214311,0,5,5.749367902858311,1.8801609631139564,3,average,sunny,8.059258712442531,1.0
7.389824191372635,4.55359549073039,11.760379876267237,3,4,4.16647344555668,2.686983686736405,1,average,snowy,7.937342789125834,1.0
8.172734307665966,7.979726877204165,27.124611754345757,3,4,5.335695672155566,1.7305390912004983,1,good,cloudy,8.670940783320056,1.0
5.144573933682877,1.798192043046969,5.183998088380105,2,4,6.855535782076352,0.19726436998185348,0,average,sunny,6.974372696427873,1.0
5.019315080373586,3.343005950439508,1.2047261731786105,1,5,4.116583258377754,4.33741180307703,3,good,cloudy,5.766205148742916,1.5502529798756524
7.782912348425347,4.793490479701905,7.131481765441472,7,4,6.290199552401663,1.7832268537653484,2,average,snowy,6.452959495140702,5.6706229537368795
7.445477009849779,1.7136223776916655,12.860821076543123,4,8,7.444658411104803,2.156117544521175,0,poor,rainy,9.173776093859372,3.261350347049426
7.375739275518815,4.648291191135858,3.678938792889803,7,3,5.790361239146712,1.2674722801878684,0,average,snowy,5.398430327367061,3.996831253618231
7.519672314245463,8.322940331456037,8.763814639187116,4,5,6.399133229703088,2.7801316239135074,2,poor,snowy,4.483392865713844,3.1094757048711905
5.979962917632264,5.041772976591924,10.215946426449122,2,4,5.805278995636025,2.7065863087564663,1,poor,sunny,6.401141707923477,1.5569143430859018
7.348380545741505,5.461401811437367,1.1820922307277382,2,3,5.032524069378229,0.4427453273886113,1,poor,sunny,5.000736630710001,1.0
7.439608709948022,2.4796704696548395,17.508122699111237,4,5,6.674276675436238,2.1710995873048753,1,average,snowy,9.68587813414419,2.085620242872857
5.928472872960448,3.767277183921045,43.142601300778495,2,5,8.218428289267997,2.877101002525958,0,poor,sunny,10.0,1.0
9.798661766717135,4.249607239352126,3.2914304089827247,5,5,6.709982814445462,3.200436866673032,3,good,snowy,6.614738078582821,3.6225172375162233
7.710749381367681,4.364569806487532,18.216514515285645,4,2,4.612761096611793,2.6464489772378146,0,good,snowy,7.762678791490476,1.0
5.2130447541960265,7.563287590007537,21.856931144439443,0,4,4.665074630137912,2.73433746826572,1,average,cloudy,6.896855894241698,1.0
7.984830412950744,6.115382121450249,10.87161460271869,0,4,4.739887727125712,1.4599062937466076,1,average,snowy,7.333138745625401,1.0
5.5379774946590175,2.777084086125936,24.152762760188622,4,7,6.894855144627691,0.7709612980580345,2,average,rainy,10.0,4.196105088102993
8.180626905613678,5.49300955686401,10.577468312433034,2,2,3.9475206512659264,1.6891261851230452,1,average,sunny,6.9045447737041155,1.0
8.737893368511106,5.99644349699357,14.049300663681239,2,3,2.951256272625126,0.7482346133860767,0,average,rainy,8.09416071497553,1.0
5.7689765224724345,7.2802980770425325,0.14760422882694027,5,4,5.937846791775706,1.2609689139949198,1,good,sunny,3.1221666278419087,4.284094649429599
8.445064193866482,8.161081373136748,23.534943766060223,3,5,5.0432859226843485,1.2460227046128827,0,poor,snowy,9.12597737048373,1.0
7.619171390404747,2.9698116163442627,21.655330704036054,4,7,7.962633030117484,1.059295477719222,1,good,rainy,10.0,2.8223104947453637
8.233090239991736,3.3782849775793236,0.7831525512523473,0,5,0.4867139073620219,2.5322862544139335,0,good,cloudy,7.358341812177427,1.0
9.845189473980922,2.4848442821707675,9.185234054202025,2,3,5.4161697285114725,0.9872727365871077,1,average,snowy,8.719006482617818,1.0
6.631917825995695,4.531960281786037,77.29500440141047,3,2,4.19254533467608,3.835580437856084,3,average,snowy,10.0,1.316196160062755
5.869395753463765,5.932716748892669,10.919958359123715,3,5,6.620558240602622,2.9891500401425737,0,average,snowy,6.058252003451107,2.6224547992642266
5.665728355561715,6.974669033178204,13.940911594338154,2,7,4.440013862384363,3.1894937345501595,2,average,cloudy,7.509489751821374,1.1857237878556108
5.776284572551843,4.848097952714954,48.143397783049664,3,5,3.847899078478785,1.3108437438686487,1,average,rainy,10.0,1.8670030725821165
6.884347435878844,4.360304953490312,25.26468332323109,2,5,6.871760145755144,2.20029656479729,0,average,snowy,9.976445806666604,1.5817419354167543
7.511727962224966,5.303515984497481,17.448832766855983,2,7,7.557972831321308,0.9571053063942847,1,poor,rainy,8.028524815690808,1.8791316878559128
7.415036198995028,3.329714196739954,31.970422493935562,4,7,4.804638607077566,2.217355794111971,1,poor,snowy,10.0,3.294006973501762
8.240774873554036,9.179077443389547,39.95594323932003,4,10,4.843001189006122,0.23227913539461476,1,poor,snowy,10.0,3.390633025438815
7.0195028378168605,1.7846779457638826,12.208797017852966,1,4,7.541161210510655,3.0622968819112963,0,average,snowy,8.466744984416486,1.0
9.180301115735976,5.369481157791449,12.891268941796724,4,4,7.317684313997449,1.355104676161785,2,average,cloudy,7.764708791456312,1.8891662672495189
6.603014750143066,9.04721243845928,9.756866227276092,1,0,7.062851375288297,2.3028448392672307,0,average,snowy,4.840867871458591,1.0
11.080253749884427,5.013599689119996,68.04764567870974,5,3,4.194538242172558,2.4884741510318142,0,average,rainy,10.0,1.1802021425830382
7.938501021647509,4.619921929997011,23.891426361759635,1,3,3.6830626961291246,1.4460359546392985,1,good,snowy,10.0,1.0
5.714263665375576,4.285109154379145,1.7378218562937104,4,2,8.273287449614777,1.201739071134263,0,good,rainy,3.8701607975724497,2.9024554138577034
5.393661252908331,4.639216636475185,39.7495935246518,3,9,6.219421511273422,1.8797922652042878,1,average,rainy,10.0,2.9332606786637823
7.723708622864778,7.745696949353061,13.100077137656882,2,8,3.517043640507871,2.802965683807511,3,average,sunny,6.440875865939433,2.1941044011417743
6.664805822011224,0.5762761773409864,1.4246340822651993,2,8,4.787284005140405,1.8530145713782769,1,good,rainy,7.101697707407166,1.5130494184748313
8.071000741138137,8.066867402592651,15.95759143339993,1,4,5.169944123188774,2.6029577859633886,1,average,sunny,6.067419621580968,1.0
7.709856436860317,2.15208569509971,10.796998289184865,2,10,4.788708238396643,2.7940915391664594,0,average,cloudy,8.758391129527707,1.1838677789908663
6.890756631014691,4.46669534153117,42.03364564879236,1,3,4.41548394891975,1.8075471182390805,1,good,snowy,10.0,1.0
5.729809422897393,4.141511159402676,4.562986275510844,3,2,7.461203558530835,1.8873234985985345,0,average,cloudy,5.570559012351017,1.413954799560398
4.727729162971203,6.177106539541439,35.02747441048288,1,2,6.05680826918063,2.1388073787387394,2,average,cloudy,10.0,1.0
6.330227571899468,1.8037512962325049,16.314826524708476,1,2,9.506623873724344,3.1424046255826097,2,good,rainy,8.196593591486117,1.0
8.284598191485209,5.9243453321638855,1.1231611788152782,2,6,7.570767713048578,1.6567184057040312,0,average,snowy,5.094551675269608,1.0
7.321140616195306,9.048619246573704,71.40082045423928,5,2,5.272623174324221,3.1377505258287988,2,good,snowy,10.0,2.158675402238126
5.131391831932018,2.273651990814379,14.374028293021897,6,9,7.834214181790194,2.2551274519279727,0,average,cloudy,7.609302647204452,8.23945181359884
7.259771388776773,5.379412335220791,6.874521563101749,2,8,5.7056531955882015,1.263389066492482,1,average,sunny,5.731843377168119,1.5188329700135657
7.577976069593255,3.676035644406782,12.67519464354853,3,4,9.836583641061946,1.958006148771399,3,average,sunny,7.377691062424573,2.4628965277130557
5.674213845698301,5.851774412386072,39.01854396094458,5,4,4.370112979012867,0.8793659647963061,1,good,rainy,10.0,3.7488230119074077
7.230587658918292,5.038295554831504,7.274081075142634,5,3,5.906089834242038,0.6539927283866529,0,poor,sunny,6.546482067193474,2.2855071745130644
7.087313077669,3.717026181911381,4.280613908200791,0,9,3.798591729398616,2.6068492485540586,1,average,sunny,7.339177567752779,1.0
5.2855445532540655,5.975744569742148,2.763902089550304,3,10,4.237874493677965,2.7977689213047716,0,good,cloudy,3.8924565255284875,3.7481760730660105
7.536681040522425,8.608696219573487,7.072432156353936,3,5,4.31721125150586,1.9669762536230815,1,average,sunny,4.303974879147579,1.0363018780366438
7.841176789552351,4.618192416545402,30.286926679521038,1,5,7.472473412217537,2.047681367386169,1,poor,snowy,10.0,1.0
8.624576864762915,6.439515884296364,12.759032077210986,1,9,5.416063993763548,1.4232363326950885,0,average,cloudy,7.394750447665285,1.0
8.580703078052355,2.4134540842576726,5.161989130096801,0,2,0.0820887605486007,2.1698794251344244,2,average,cloudy,8.187919091262817,1.0
4.933495948064364,3.0871272463639823,3.6348744660717043,3,5,5.187317754429917,3.981478770864456,0,good,sunny,6.355337662431725,2.862660042562978
